index,middle,ring,pinky
887,343,363,811
888,342,362,811
887,343,364,810
887,342,363,809
888,344,361,812
888,343,362,811
887,342,364,809
887,342,364,810
887,343,363,811
888,343,363,811
887,342,363,810
887,342,363,811
887,343,363,811
888,343,362,811
887,342,364,810
886,342,364,810
887,342,362,811
885,342,366,806
888,345,358,814
890,344,357,816
890,342,361,813
888,341,366,808
887,345,358,815
887,345,359,814
889,342,363,811
885,342,366,807
889,345,357,816
890,342,363,810
887,339,368,806
885,341,367,806
884,344,363,810
890,344,358,815
887,343,363,811
887,343,361,813
888,341,365,810
887,342,364,809
888,343,362,811
888,343,361,813
886,341,366,807
885,341,367,806
891,343,361,814
890,342,362,811
888,346,357,815
888,343,360,812
888,341,366,809
887,342,363,810
887,342,364,809
887,344,361,811
889,345,357,816
889,342,362,811
885,340,365,809
888,342,362,811
887,341,363,810
888,342,364,810
886,343,362,811
888,342,363,810
888,343,362,811
886,343,363,811
888,343,363,811
888,342,363,811
888,342,363,810
888,343,362,810
887,342,362,810
888,342,363,811
887,343,363,811
887,342,363,811
888,343,364,811
888,342,363,811
888,342,362,811
888,342,362,811
888,343,363,811
887,343,363,811
887,343,363,811
888,343,362,810
888,343,363,810
887,343,361,811
887,343,362,811
888,343,361,811
888,342,363,810
887,342,362,811
887,342,362,811
888,343,363,811
888,342,362,811
888,342,362,810
887,343,363,811
888,342,362,810
888,342,363,810
887,342,363,810
888,342,363,810
887,342,364,809
888,344,362,810
888,343,362,811
888,343,362,811
887,342,362,811
888,342,362,811
888,343,362,811
888,343,361,811
887,343,363,809
887,343,363,810
887,343,362,812
887,342,362,812
887,343,364,809
887,341,364,810
886,342,361,809
888,342,362,811
887,342,362,811
887,342,364,810
887,342,363,811
887,342,363,810
888,343,363,811
891,344,359,815
885,341,367,806
885,341,367,806
889,345,356,816
886,340,366,807
886,344,361,811
889,345,358,814
890,343,360,813
888,340,367,807
886,340,369,805
886,344,358,814
890,345,357,816
890,343,361,813
887,340,368,806
886,342,364,810
887,342,363,811
887,343,363,810
887,341,366,809
886,342,365,809
888,344,359,815
888,343,361,812
887,342,363,809
887,341,365,809
886,343,362,810
890,345,358,815
889,341,364,810
884,343,364,808
888,345,357,814
890,343,360,813
888,342,364,809
887,342,364,810
887,342,364,810
887,342,363,810
889,342,363,811
888,342,363,810
888,342,362,811
,,,,
888,341,367,807
885,343,364,808
888,345,360,811
887,343,363,809
887,343,363,808
887,343,363,809
887,343,364,809
887,343,365,809
887,343,362,809
887,343,364,809
887,343,364,809
887,343,364,809
887,344,364,809
887,343,364,809
887,343,363,809
887,343,364,809
887,343,363,808
886,342,364,809
886,344,364,809
887,343,365,809
887,343,363,809
886,343,364,809
887,343,364,809
888,343,363,809
886,343,364,808
887,343,364,808
887,343,364,808
886,343,363,809
886,343,364,809
887,343,363,810
887,343,363,809
887,343,363,809
887,343,364,809
886,343,364,809
887,343,364,808
887,343,364,808
887,343,364,809
887,344,363,808
886,343,364,809
887,343,363,809
887,342,363,808
887,343,364,809
887,343,364,809
887,343,364,809
888,342,364,809
886,342,364,808
886,344,363,810
887,344,364,809
886,343,364,808
886,343,363,808
885,342,364,808
887,343,362,809
887,343,363,809
887,342,365,808
887,342,364,808
887,345,363,809
888,342,364,809
887,343,364,808
886,343,364,808
887,342,364,808
886,343,364,809
887,342,363,809
887,343,364,809
887,344,363,809
886,343,363,810
888,343,364,809
887,344,362,809
886,343,363,809
887,343,364,809
887,342,363,809
887,343,364,809
886,342,365,807
885,342,366,806
886,342,365,808
888,344,360,811
889,342,365,808
886,344,361,811
888,340,364,808
887,342,365,807
885,343,364,808
889,344,362,810
886,341,367,805
886,346,361,807
888,345,360,812
888,343,362,810
888,344,362,811
887,343,364,809
885,342,366,807
887,344,363,809
887,344,363,810
887,343,364,808
