index,middle,ring,pinky
806,822,757,363
806,824,757,362
806,824,758,362
807,823,758,362
806,823,758,362
807,822,758,362
806,824,759,360
807,822,756,363
807,822,758,362
807,824,757,363
807,823,758,362
807,823,757,363
807,824,757,362
806,823,757,362
807,822,757,363
807,823,758,363
807,823,757,363
807,823,757,362
807,823,757,362
807,822,758,362
807,824,758,362
807,822,758,362
806,821,756,364
806,825,756,362
806,825,760,359
807,822,760,360
806,824,757,362
807,824,759,360
807,821,759,361
807,820,755,365
807,821,756,364
805,822,755,365
807,825,759,363
806,822,755,365
807,825,759,360
808,823,760,360
806,822,754,366
805,824,754,364
807,825,759,360
808,824,761,359
807,824,754,365
806,827,759,359
809,824,764,356
805,818,750,369
804,825,753,365
808,822,760,360
806,821,756,364
807,823,759,361
807,822,759,361
806,822,755,364
806,824,759,361
807,823,757,363
807,823,757,362
807,822,758,362
807,823,757,363
807,823,758,362
807,822,758,362
808,822,757,362
807,823,757,362
,,,,
806,823,761,358
808,814,751,367
806,820,752,357
808,818,760,358
805,818,750,364
806,822,753,363
808,821,751,366
807,823,758,358
806,819,756,362
808,820,757,361
807,819,756,361
807,819,756,361
807,819,756,361
807,819,756,361
807,819,756,362
807,820,756,361
806,820,756,362
807,820,756,361
807,819,756,361
807,820,756,362
807,820,756,361
807,819,756,362
807,820,756,361
807,820,756,361
807,820,757,361
806,820,756,362
807,820,756,361
806,820,757,361
807,819,756,361
807,820,756,361
807,820,756,361
807,819,756,361
807,820,757,361
807,819,756,361
807,820,757,361
807,820,757,361
807,819,756,362
807,820,756,362
807,820,756,361
807,819,755,362
807,820,757,361
807,819,756,361
807,819,755,363
807,820,755,362
807,819,756,361
807,819,757,362
807,819,755,362
807,819,755,362
807,820,756,361
808,819,759,358
806,819,753,364
808,821,759,359
808,819,759,360
806,817,754,364
806,820,753,364
807,821,759,359
808,819,758,361
806,818,754,365
806,819,755,363
808,820,759,358
808,818,757,361
807,818,754,364
806,820,755,363
808,820,759,358
807,819,756,361
807,819,756,362
807,819,756,361
807,819,756,362
807,820,756,361
806,820,756,362
807,819,756,362
807,820,756,361
807,819,756,362
807,820,757,362
807,819,756,361
807,820,756,361
807,820,756,361
807,819,756,361
806,820,755,362
807,820,757,362
807,820,758,359
807,818,755,363
808,819,758,360
807,818,754,363
807,821,758,359
808,819,754,363
808,820,758,360
806,814,752,367
806,824,759,360
809,821,763,356
807,817,755,363
806,817,753,366
807,821,757,361
808,822,760,358
809,816,751,367
806,822,759,358
805,817,751,366
807,823,759,357
809,820,761,357
807,816,755,364
804,818,750,366
807,823,760,357
807,819,756,362
808,819,756,361
807,820,756,360
806,820,756,361
807,820,755,361
807,819,756,361
807,820,756,361
807,820,756,362
807,819,756,361
807,819,756,361
806,819,757,362
806,819,756,362
807,820,756,361
807,819,756,361
807,819,757,362
807,819,756,361
806,820,756,362
807,819,756,361
807,820,756,362
807,819,756,362
806,820,756,362
