index,middle,ring,pinky
,,,,
650,735,766,837
650,738,762,841
655,739,758,845
654,736,764,840
651,734,767,837
651,734,768,840
654,739,757,846
654,735,766,841
651,734,768,837
652,737,761,842
652,737,762,842
653,737,762,842
651,737,762,841
652,737,762,842
652,737,762,842
652,737,762,841
653,737,762,841
654,737,762,842
652,736,762,841
652,737,762,841
651,736,765,838
652,738,762,841
653,738,760,844
654,738,760,844
654,737,762,841
652,737,763,841
653,738,760,842
654,737,760,843
654,736,762,841
653,736,764,839
651,736,764,840
651,738,761,842
654,739,758,845
653,736,764,840
652,739,760,843
653,738,761,841
653,737,762,841
653,737,762,841
653,736,762,842
652,737,763,842
653,737,762,842
653,737,761,842
652,737,762,841
653,737,763,842
653,737,762,842
653,737,762,841
653,738,761,842
653,738,762,841
652,737,762,841
653,737,763,841
653,737,763,841
653,737,763,842
654,737,762,841
653,737,762,842
653,737,762,841
653,737,762,842
652,737,762,841
653,737,761,842
654,737,762,842
653,737,762,841
653,737,762,842
653,737,762,842
653,737,762,842
653,738,762,842
653,736,763,841
653,738,762,842
654,736,761,841
653,737,762,841
653,737,762,842
652,737,762,842
653,737,763,842
653,737,761,841
654,738,760,843
654,737,762,840
653,737,764,840
654,737,761,842
653,736,763,841
653,738,760,843
655,737,760,843
652,737,762,841
654,738,760,844
654,736,763,840
652,737,763,841
653,739,760,844
653,737,764,839
652,737,762,841
654,738,760,843
651,738,762,841
653,739,758,845
657,738,758,845
654,736,764,840
651,734,768,837
654,740,758,844
653,734,768,838
653,734,766,838
653,739,761,843
656,736,761,842
651,736,766,838
652,738,761,842
656,740,756,846
655,738,758,844
655,735,763,840
653,737,761,841
653,737,762,842
655,737,761,842
654,737,761,842
654,737,762,843
654,737,761,841
654,736,763,842
653,737,762,842
654,737,762,841
653,737,762,841
654,737,761,841
653,738,761,842
655,738,759,844
656,737,762,842
655,736,764,840
653,737,762,842
655,738,760,843
655,736,763,841
655,736,764,841
655,739,759,843
654,739,758,843
654,735,765,839
654,735,765,839
656,738,758,844
656,738,760,843
654,735,764,839
655,737,762,842
654,737,762,841
654,737,761,842
655,737,762,841
654,737,762,841
655,737,762,841
654,736,762,842
654,736,761,842
654,737,763,842
655,737,762,842
654,736,762,842
655,737,761,842
654,737,762,842
654,737,762,841
654,737,762,842
655,736,761,841
654,737,762,841
654,737,762,842
654,738,761,841
654,736,762,841
654,737,762,841
655,737,762,841
655,737,762,842
655,737,762,842
655,737,762,842
655,737,762,842
654,737,762,842
655,737,762,841
655,736,761,842
654,738,762,842
655,738,763,842
655,735,762,842
654,737,762,841
655,737,761,842
655,737,761,841
656,737,762,841
655,737,762,842
656,737,762,842
656,738,760,843
654,736,765,840
654,737,762,840
655,736,763,841
655,736,762,840
656,737,761,842
655,737,764,840
655,738,761,841
657,738,760,844
655,735,763,840
655,738,761,842
655,737,763,841
655,736,765,840
655,737,762,841
655,736,763,841
655,737,762,841
658,738,759,845
658,737,759,844
654,738,760,842
657,739,757,846
659,736,759,844
656,734,764,840
654,735,766,837
657,740,756,846
659,738,758,845
657,734,765,837
653,735,768,837
658,739,757,846
658,739,757,846
653,735,766,838
653,735,767,838
656,737,761,841
656,736,761,842
656,737,761,842
,,,,
666,730,769,835
666,739,756,845
667,738,753,845
667,733,760,839
662,731,769,832
659,733,767,834
661,735,761,838
662,737,757,841
664,733,763,838
664,734,762,838
664,736,760,842
664,736,760,839
665,735,759,841
662,735,763,838
662,735,761,838
662,734,761,838
664,735,759,840
664,736,759,840
664,735,759,840
663,735,761,838
663,735,762,839
664,735,761,839
664,735,759,840
663,736,759,839
663,735,762,838
664,735,761,839
664,736,760,839
663,734,761,839
664,734,761,839
664,735,760,839
